,Data_name,Tb0,Tb1,Tw,Tm,m_dot,qw,Reb,Rew,ReTau,Prb,Prw,Nu,cf,delta_Nu,delta_cf
0,./re230pr45_csv/Daten_19.11.2018_16.02.21.csv,368.588691,371.913218,399.6946716439569,371.7394875268752,0.09404249666666666,9017.209993470302,2304.2287767200837,3824.510459257163,221.59816320522552,72.75407411107275,45.64519725183229,30.30853052108214,0.0066644476940009,10.153142235672897,3.1813949634824333e-06
