,Data_name,Tb0,Tb1,Tw,Tm,m_dot,qw,Reb,Rew,ReTau,Prb,Prw,Nu,cf,delta_Nu,delta_cf
0,./pr50_csv/Daten_19.11.2018_15.34.54.csv,361.750207,364.906657,387.0281515168916,364.6649881605395,0.13409960750000002,12065.61009106138,2805.6627127010747,4386.116584062166,290.10465980088486,83.85412287610725,55.441623549867316,50.329900196686644,0.008652304570626468,17.06695105341561,4.12789658362301e-06
