   0.0371733457 231.4133300781   0.0000000031   0.6539460421   0.0032003911   0.6650887728  19.9095821381   0.8538358212 111.6753845215   2.2029216290   0.0661231950  -0.0661231950  -0.0051571908  -0.0712803826   0.0822977871   0.0822977871   0.0001245866   0.0824223757   0.3881985247  -0.0051783780  -0.0001324558   0.4110295773   0.0379073173 231.0463562012   0.0661231950   0.0157711841  -0.0002058658   0.4392372072   0.3924297988   0.2729970217   0.0822977871  -0.0559901036   0.1737736017
   0.0386534557 230.6732635498   0.0000000017   0.6541351676   0.0032498180   0.6659471393  19.9057655334   0.8554223776 111.6735382080   2.2030630112   0.0688247830  -0.0688247830  -0.0053650537  -0.0741898343   0.0862047374   0.0862047374   0.0001621809   0.0863669217   0.4826912284  -0.0053577945  -0.0001595148   0.4753994644   0.0393995941 230.3002014160   0.0688247830   0.0160941742  -0.0001589042   0.4392608404   0.3903861642   0.2871755362   0.0862047374  -0.0514478944   0.1820976287
   0.0401579887 229.9210205078   0.0000000017   0.6543682814   0.0033123239   0.6668435931  19.9017295837   0.8571252227 111.6710968018   2.2034618855   0.0715761706  -0.0715761706  -0.0055556186  -0.0771317929   0.0899662599   0.0899662599   0.0001644432   0.0901307017   0.4709798992  -0.0055373819  -0.0001622130   0.4661223590   0.0409163870 229.5418090820   0.0715761706   0.0163942613  -0.0001020938   0.4393010139   0.3885326087   0.3015101850   0.0899662599  -0.0476472452   0.1919416338
   0.0416871309 229.1564331055   0.0000000012   0.6546451449   0.0033901371   0.6677766442  19.8974819183   0.8589813709 111.6685867310   2.2042043209   0.0743729770  -0.0743729770  -0.0057123192  -0.0800852925   0.0936048478   0.0936048478   0.0001887846   0.0937936306   0.5251712799  -0.0057227989  -0.0001899995   0.5275830626   0.0424578711 228.7710571289   0.0743729770   0.0166696738  -0.0000355159   0.4393560588   0.3869005442   0.3159843087   0.0936048478  -0.0451281071   0.2018989325
   0.0432411060 228.3794403076   0.0000000008   0.6549633145   0.0034855178   0.6687452793  19.8930435181   0.8609652519 111.6656494141   2.2046117783   0.0772136971  -0.0772136971  -0.0058849468  -0.0830986425   0.0971044600   0.0971044600   0.0001757606   0.0972802192   0.4749678075  -0.0058967243  -0.0001762513   0.4753424525   0.0440243371 227.9878234863   0.0772136971   0.0169183817   0.0000405996   0.4394235313   0.3855141997   0.3305850029   0.0971044600  -0.0440472364   0.2112452239
   0.0448201522 227.5899200439  -0.0000000000   0.6553237438   0.0036007799   0.6697487831  19.8883972168   0.8631162047 111.6628723145   2.2052671909   0.0800974071  -0.0800974071  -0.0060894638  -0.0861868709   0.1004460156   0.1004460156   0.0002397505   0.1006857678   0.6279084086  -0.0060782349  -0.0002393488   0.6280142665   0.0456159711 227.1920166016   0.0800974071   0.0171381701   0.0001259094   0.4395023584   0.3843876719   0.3452986777   0.1004460156  -0.0443577543   0.2195478678
   0.0464244708 226.7877655029  -0.0000000002   0.6557247043   0.0037382904   0.6707891226  19.8835124969   0.8654102683 111.6590270996   2.2057824135   0.0830253363  -0.0830253363  -0.0062870053  -0.0893123448   0.1037957668   0.1037957668   0.0001548628   0.1039506271   0.3940618038  -0.0062894267  -0.0001540823   0.3919248879   0.0472329743 226.3835144043   0.0830253363   0.0173257384   0.0002200038   0.4395889044   0.3835221827   0.3601076901   0.1037957668  -0.0457181744   0.2265570462
   0.0480542257 225.9728851318  -0.0000000008   0.6561647654   0.0039004784   0.6718668342  19.8783893585   0.8678597212 111.6565093994   2.2062504292   0.0859974250  -0.0859974250  -0.0064754272  -0.0924728513   0.1071672812   0.1071672812   0.0002768007   0.1074440852   0.6860440969  -0.0064651491  -0.0002782308   0.6906848550   0.0488754809 225.5622558594   0.0859974250   0.0174781084   0.0003224474   0.4396798313   0.3829053342   0.3749876022   0.1071672812  -0.0476252399   0.2327687144
   0.0497096069 225.1451873779  -0.0000000016   0.6566436887   0.0040896051   0.6729860902  19.8730297089   0.8704566956 111.6519241333   2.2063112259   0.0890114456  -0.0890114456  -0.0066233599  -0.0956348032   0.1105253249   0.1105253249   0.0002044140   0.1107297391   0.4971030056  -0.0066137807  -0.0002025736   0.4933409393   0.0505437329 224.7281341553   0.0890114456   0.0175913684   0.0004328190   0.4397711754   0.3825139403   0.3899201751   0.1105253249  -0.0495191291   0.2390840948
   0.0513907932 224.3045959473  -0.0000000000   0.6571595669   0.0043078186   0.6741514206  19.8674621582   0.8731824756 111.6484832764   2.2064352036   0.0920730382  -0.0920730382  -0.0067907800  -0.0988638178   0.1139013171   0.1139013171   0.0002067608   0.1141080782   0.4922461808  -0.0068086940  -0.0002083522   0.4947297871   0.0522378534 223.8810729980   0.0920730382   0.0176620856   0.0005507941   0.4398564696   0.3823134005   0.4048786163   0.1139013171  -0.0509226620   0.2452400029
   0.0530979410 223.4510345459   0.0000000002   0.6577126980   0.0045570233   0.6753682494  19.8616657257   0.8760758638 111.6449584961   2.2066330910   0.0951798484  -0.0951798484  -0.0070316070  -0.1022114530   0.1174450219   0.1174450219   0.0002654304   0.1177104488   0.6118381619  -0.0070231897  -0.0002611397   0.6026690006   0.0539580323 223.0209808350   0.0951798484   0.0176864285   0.0006762413   0.4399302900   0.3822629452   0.4198302031   0.1174450219  -0.0515034571   0.2502452731
   0.0548312515 222.5843658447  -0.0000000002   0.6583023071   0.0048387875   0.6766451001  19.8555717468   0.8791140914 111.6403579712   2.2071695328   0.0983341634  -0.0983341634  -0.0071822610  -0.1055164263   0.1210962534   0.1210962534   0.0002561682   0.1213524193   0.5792523026  -0.0071951575  -0.0002600020   0.5868675113   0.0557044707 222.1477661133   0.0983341634   0.0176619776   0.0008092807   0.4399855435   0.3823220134   0.4347333312   0.1210962534  -0.0515552424   0.2550796568
   0.0565908775 221.7045593262   0.0000000003   0.6589282155   0.0051543461   0.6779870987  19.8492527008   0.8822675943 111.6358489990   2.2080664635   0.1015437171  -0.1015437171  -0.0073792455  -0.1089229658   0.1249418408   0.1249418408   0.0002064900   0.1251483262   0.4548438191  -0.0073746699  -0.0002068352   0.4558867812   0.0574772879 221.2613525391   0.1015437171   0.0175866149   0.0009503231   0.4400166273   0.3824516833   0.4495653212   0.1249418408  -0.0510568209   0.2623425126
   0.0583769381 220.8115234375  -0.0000000017   0.6595897079   0.0055045751   0.6793995500  19.8426628113   0.8855711818 111.6321640015   2.2096858025   0.1048029959  -0.1048029959  -0.0076225055  -0.1124254987   0.1290274113   0.1290274113   0.0002527868   0.1292801946   0.5387389660  -0.0076183053  -0.0002533711   0.5402818918   0.0592765845 220.3617095947   0.1048029959   0.0174588319   0.0011000140   0.4400185049   0.3826231658   0.4642903507   0.1290274113  -0.0490032472   0.2734997571
   0.0601895750 219.9052124023  -0.0000000000   0.6602877378   0.0058900365   0.6808884144  19.8357543945   0.8889692426 111.6275787354   2.2118339539   0.1081135869  -0.1081135869  -0.0077606239  -0.1158742085   0.1331372261   0.1331372261   0.0003139240   0.1334511489   0.6569596529  -0.0077556865  -0.0003115099   0.6523225904   0.0611025691 219.4487152100   0.1081135869   0.0172773916   0.0012591918   0.4399871826   0.3828216195   0.4788706005   0.1331372261  -0.0447059795   0.2879396975
   0.0620289370 218.9855346680   0.0000000012   0.6610217094   0.0063109496   0.6824562550  19.8286170959   0.8924830556 111.6218032837   2.2139081955   0.1114809662  -0.1114809662  -0.0079024900  -0.1193834543   0.1369766593   0.1369766593   0.0003298706   0.1373065263   0.6794598699  -0.0079005901  -0.0003314652   0.6829085350   0.0629553050 218.5223388672   0.1114809662   0.0170417614   0.0014288069   0.4399220943   0.3830481470   0.4933039844   0.1369766593  -0.0388383567   0.3038464189
   0.0638951361 218.0524291992  -0.0000000002   0.6617922187   0.0067670620   0.6841049790  19.8212432861   0.8961168528 111.6156463623   2.2164499760   0.1149055511  -0.1149055511  -0.0080983266  -0.1230038777   0.1406415999   0.1406415999   0.0002754897   0.1409170926   0.5558623672  -0.0080986014  -0.0002761855   0.5572473407   0.0648349598 217.5825195312   0.1149055511   0.0167521127   0.0016098050   0.4398244321   0.3833179176   0.5075829625   0.1406415999  -0.0324118100   0.3192440569
   0.0657882765 217.1058654785   0.0000000001   0.6625987887   0.0072574848   0.6858323812  19.8135776520   0.8997943401 111.6104354858   2.2189493179   0.1183802933  -0.1183802933  -0.0082485490  -0.1266288459   0.1444558054   0.1444558054   0.0002434803   0.1446992904   0.4837943912  -0.0082390402  -0.0002443947   0.4861715436   0.0667415932 216.6292114258   0.1183802933   0.0164081641   0.0018030193   0.4396984577   0.3836580217   0.5217046142   0.1444558054  -0.0257627219   0.3332199752
   0.0677084476 216.1457824707   0.0000000004   0.6634421945   0.0077805845   0.6876351833  19.8056583405   0.9035649300 111.6057586670   2.2210454941   0.1219081432  -0.1219081432  -0.0084274840  -0.1303356290   0.1486943960   0.1486943960   0.0002396102   0.1489340067   0.4662034810  -0.0084403427  -0.0002375299   0.4614518583   0.0686753020 215.6623382568   0.1219081432   0.0160096772   0.0020089762   0.4395511448   0.3841044605   0.5356872082   0.1486943960  -0.0191245414   0.3448747396
   0.0696557462 215.1721343994  -0.0000000005   0.6643206477   0.0083340509   0.6895076036  19.7974529266   0.9073718786 111.6010894775   2.2226846218   0.1254933625  -0.1254933625  -0.0086920140  -0.1341853738   0.1534664929   0.1534664929   0.0002754592   0.1537419558   0.5182915330  -0.0086892759  -0.0002776999   0.5226721764   0.0706361830 214.6819152832   0.1254933625   0.0155565571   0.0022277078   0.4393916428   0.3846957684   0.5495606065   0.1534664929  -0.0133765237   0.3543131948
   0.0716302395 214.1848754883   0.0000000001   0.6652344465   0.0089149214   0.6914430261  19.7888717651   0.9112186432 111.5956497192   2.2240579128   0.1291299164  -0.1291299164  -0.0088880751  -0.1380179971   0.1585513502   0.1585513502   0.0003373084   0.1588886529   0.6181678772  -0.0088945040  -0.0003340873   0.6118220091   0.0726243034 213.6878509521   0.1291299164   0.0150498161   0.0024585323   0.4392326772   0.3854729533   0.5633520484   0.1585513502  -0.0099396529   0.3634479046
   0.0736319944 213.1840057373  -0.0000000004   0.6661815047   0.0095196124   0.6934340596  19.7799758911   0.9150812626 111.5888977051   2.2259194851   0.1328233182  -0.1328233182  -0.0091538364  -0.1419771612   0.1636091769   0.1636091769   0.0003598483   0.1639690250   0.6382825375  -0.0091559496  -0.0003590263   0.6366775632   0.0746396855 212.6801605225   0.1328233182   0.0144914668   0.0026999621   0.4390885830   0.3864706159   0.5771227479   0.1636091769  -0.0097535895   0.3745739758
   0.0756610632 212.1694641113  -0.0000000012   0.6671615839   0.0101441676   0.6954738498  19.7706890106   0.9189682007 111.5815963745   2.2285232544   0.1365739703  -0.1365739703  -0.0093065277  -0.1458804905   0.1682911366   0.1682911366   0.0003659274   0.1686570644   0.6381811500  -0.0093047097  -0.0003677929   0.6415598989   0.0766824484 211.6587829590   0.1365739703   0.0138828754   0.0029498108   0.4389768839   0.3877227604   0.5909231305   0.1682911366  -0.0114022829   0.3879766464
   0.0777175054 211.1412506104   0.0000000010   0.6681720614   0.0107842321   0.6975560784  19.7611198425   0.9229015708 111.5740737915   2.2314748764   0.1403774768  -0.1403774768  -0.0095925750  -0.1499700546   0.1724919081   0.1724919081   0.0003307316   0.1728226393   0.5611760616  -0.0095977755  -0.0003298310   0.5593448281   0.0787525624 210.6237182617   0.1403774768   0.0132278148   0.0032054300   0.4389172494   0.3892503679   0.6048234105   0.1724919081  -0.0124534508   0.4018936753
   0.0798013061 210.0993347168   0.0000000017   0.6692112088   0.0114353532   0.6996721029  19.7511253357   0.9267984033 111.5671844482   2.2343115807   0.1442351192  -0.1442351192  -0.0098277722  -0.1540628970   0.1763662696   0.1763662696   0.0002964458   0.1766627133   0.4933733940  -0.0098161530  -0.0002959754   0.4931736588   0.0808500424 209.5749816895   0.1442351192   0.0125299264   0.0034640075   0.4389312267   0.3910594285   0.6188477278   0.1763662696  -0.0120712323   0.4149909616
