./pr10_csv/Daten_15.11.2018_11.11.02.txt.csv,./pr10_csv/Daten_15.11.2018_11.09.22.txt.csv,./pr10_csv/Daten_15.11.2018_11.09.29.txt.csv,./pr10_csv/Daten_15.11.2018_11.09.21.txt.csv,./pr10_csv/Daten_15.11.2018_11.11.00.txt.csv,./pr10_csv/Daten_15.11.2018_11.11.10.txt.csv,./pr10_csv/Daten_15.11.2018_11.11.20.txt.csv,./pr10_csv/Daten_15.11.2018_11.08.07.txt.csv,./pr10_csv/Daten_15.11.2018_11.09.26.txt.csv,./pr10_csv/Daten_15.11.2018_11.11.21.txt.csv
371.447235,370.354242,370.371201,370.297709,371.406864,371.54918699999996,371.62632099999996,369.773417,370.36052299999994,371.63181899999995
374.99733399999997,373.890019,373.98353799999995,373.87587299999996,374.951267,375.11085299999996,375.20849599999997,372.52619599999997,373.96766299999996,375.22358999999994
122.22936502123177,121.84378301428615,121.91196594667716,121.79441184027687,122.23978718076651,122.49359549039141,122.48454352976307,114.80483214300358,121.88400143167719,122.48043106823151
101.56784011301627,100.46956341171585,100.55374599134957,100.45176988532296,101.52273047323935,101.68309606033083,101.78103576983108,99.13680594013161,100.53881341608931,101.79540434598945
0.13950909944444445,0.133939065,0.1343478225,0.13303046166666668,0.13927227055555555,0.13736397583333335,0.135444295,0.181495,0.1341189638888889,0.13516306055555555
14355.88607985972,13701.791996105741,14042.499732994534,13771.16881461664,14307.484575341356,14183.763527944726,14068.136264500714,14431.49803630636,13998.098251056867,14076.776050723412
3641.231204345431,3416.0741212456232,3432.5983424074566,3391.6247132385765,3631.6227819022815,3593.8868057629306,3550.912900105425,4499.566731965996,3425.670551447208,3544.602093311889
5304.280194733097,5056.0526575739,5077.515066281294,5017.595263940914,5296.002528460573,5245.893155592348,5172.196347108707,6069.416856036843,5066.470563859679,5161.164822705693
359.3424092037324,345.7352050995882,344.8929173162925,345.3158560694723,360.7583212591496,360.84013628016334,359.5160621981248,406.96218766403894,344.83473505860354,359.49376495830995
68.75632594523445,70.1891903929713,70.0776962803089,70.21279261586184,68.81426264503139,68.60864734817709,68.48355113658347,71.99234206837178,70.097453023367,68.46522890694453
48.63515905759146,48.91829222040686,48.86802099158759,48.95474204590467,48.6275445764089,48.4427156204855,48.4492868463475,54.61095157878989,48.88862730616579,48.452272470602374
65.12513944120153,60.07202862407458,61.614299000161175,60.463815495892355,64.73197476686934,63.89335611688225,63.6996585156278,85.96792758875897,61.455993630600155,63.79557618506621
0.0090725901919893,0.009245722536595865,0.00911961666290414,0.00936377549324184,0.009173153320650856,0.009353949261737307,0.00955214458229136,0.00890028818985894,0.009156676591062438,0.009591558002360554
21.71582534697496,20.066615618143462,20.57892436919474,20.19813529118101,21.586257758862317,21.300744456027694,21.232873804838754,28.799830143267396,20.526582678747097,21.26436652945596
4.332053506903145e-06,4.414312416391127e-06,4.35413489761312e-06,4.470669347878528e-06,4.380054484774386e-06,4.466442661668948e-06,4.5611172908001404e-06,4.248909599182227e-06,4.371823543000093e-06,4.5799426380228265e-06
